	logFC	logCPM	PValue
C24A1.2	0.115	4.33	0.966
C24D10.4	-0.054	6.92	0.952
C24D10.5	-0.133	7.18	0.867
C24D10.6	0.239	6.48	0.821
C24F3.2	0.715	7.3	0.308
C24G6.2	-1.7	2.61	0.451
C24G6.8	0.586	7.18	0.448
C24H10.2	3.51	5.54	0.0256
C24H11.5	-0.152	2.3	0.971
C24H12.4	0.00732	6.96	0.996
C24H12.5	0.299	5.99	0.841
C25A1.1	0.455	7.46	0.504
C25A1.12	-0.0356	7.83	0.951
C25A1.13	0.332	6.56	0.752
C25A1.16	-1.67	6.67	0.0869
C25A1.4	0.259	7.92	0.631
C25A1.5	-0.0188	9.02	0.966
C25A11.2	0.521	7.47	0.545
C25D7.10	-0.988	5.73	0.518
C25D7.15	-2.69	1.55	0.242
C25F6.1	-2.28	6.26	0.148
C25F6.7	-2.61	1.5	0.269
C25G4.10	-0.0133	3.78	1
C25G4.2	-5.35	3.7	0.0225
C25G4.3	0.329	5.94	0.812
C25G6.4	-1.11	3.8	0.564
C25H3.10	-4.42	2.88	0.0797
C25H3.14	-1.62	4.65	0.363
C25H3.17	-4.01	3.08	0.0626
C25H3.3	-0.734	5.5	0.632
C25H3.4	0.698	7.42	0.306
C25H3.7	0.0381	6.94	0.966
C25H3.8	-1.8	7.2	0.0165
C25H3.9	-0.438	8.01	0.403
C26B2.7	-0.338	7.22	0.643
C26B9.1	3.56	4.57	0.0816
C26B9.3	5.15	2.61	0.0384
C26B9.6	-0.26	3.02	0.921
C26D10.3	2.46	4.24	0.257
C26E6.12	-0.383	7.77	0.492
C26E6.3	-0.0507	7.01	0.954
C26E6.6	0.819	7.21	0.266
C26F1.3	-0.541	6.98	0.534
C26H9A.2	-2.82	5.38	0.128
C27A12.2	-0.0353	8.63	0.937
C27A12.6	-0.316	8.11	0.523
C27A12.7	1.07	8.36	0.0195
C27A12.9	-2.25	5.95	0.181
C27A7.5	-1.45	4.58	0.465
C27A7.6	-0.554	5.68	0.693
C27B7.2	-0.792	6.36	0.508
C27B7.5	1	7.61	0.115
C27C12.1	1.91	5.37	0.311
C27C12.3	1.91	7.15	0.0291
C27C12.4	0.914	7.59	0.142
C27C7.1	1.41	6.31	0.238
C27D6.4	-0.191	8.08	0.718
C27D8.3	-1.83	4.14	0.427
C27D8.4	-0.511	6.1	0.764
C27D9.1	1.21	7.81	0.0285
C27F2.10	-1.06	7.77	0.105
C27F2.4	0.137	7.3	0.844
C27F2.7	0.533	6.24	0.684
C27F2.8	1.52	8.93	0.000345
C27F2.9	0.503	8.76	0.272
C27H6.3	0.393	8.58	0.377
C27H6.8	0.184	8	0.733
C27H6.9	-0.787	6.31	0.625
C28A5.1	1.15	7.72	0.0495
C28A5.2	-0.513	6.78	0.639
C28C12.12	-0.11	8.02	0.846
C28D4.10	-2.91	1.7	0.185
C28G1.4	0.396	2.5	0.863
C28H8.1	-0.528	7.07	0.529
C28H8.3	-0.177	8.02	0.756
C28H8.4	-0.945	8.04	0.0952
C28H8.9	-0.418	7.86	0.448
C29A12.1	0.746	6.83	0.421
C29E4.12	0.0408	6.63	0.969
C29E4.13	0.918	6.83	0.321
C29E4.15	0.495	6.68	0.598
C29E4.9	-1.54	4.43	0.429
C29F7.3	-1.21	3.45	0.56
C29H12.2	0.0407	8.23	0.934
C29H12.5	0.0597	6.14	0.961
C30A5.3	-0.357	8.38	0.414
C30B5.2	-0.391	7.87	0.5
C30B5.4	0.994	7.76	0.099
C30C11.1	-2.93	5.6	0.103
C30C11.4	1.61	8.66	0.00024
C30E1.2	-3.04	1.79	0.207
C30F12.1	-2.48	1.41	0.271
C30F12.2	-0.618	7.39	0.443
C30F12.4	1.38	9.27	0.00256
C30F12.5	-3.29	1.97	0.135
C30G12.6	1.9	8.07	0.000339
C30H6.7	-0.342	7.18	0.648
C30H6.8	-2	5.49	0.268
C30H6.9	-1.82	5.91	0.166
C30H7.2	-1.32	8.07	0.0082
C31C9.2	-0.286	5.29	0.853
C31E10.5	1.43	7.19	0.0541
C31E10.6	3.04	6.03	0.0211
C31E10.7	-1.8	3.8	0.338
C31G12.1	-0.318	6.65	0.741
C31H1.8	1.24	8.87	0.00308
C31H5.4	0.0384	4.93	0.987
C31H5.5	6.15	3.57	0.0169
C31H5.7	-2.53	1.45	0.282
C32A3.2	-0.801	4.53	0.709
C32A3.3	0.725	8.4	0.1
C32D5.10	0.36	7.58	0.64
C32D5.11	0.871	7.94	0.106
C32D5.3	0.87	8.24	0.111
C32D5.7	7.07	4.43	0.0091
C32D5.8	-0.0329	5.07	0.988
C32E8.11	0.443	7.98	0.384
C32E8.3	-0.294	6.73	0.76
C32E8.5	0.529	8.06	0.31
C32E8.9	-1.07	3.33	0.569
C32F10.8	-0.0205	7.43	0.984
C33A11.2	-0.264	4.91	0.883
C33A12.1	-0.733	6.74	0.435
C33A12.12	-0.405	5.51	0.828
C33A12.3	-0.403	7.33	0.603
C33A12.7	0.00696	6.26	0.998
C33B4.4	-0.777	3.55	0.715
C33C12.10	-0.301	5.35	0.854
C33C12.9	1.32	2.64	0.528
C33D9.13	-3.24	2.45	0.146
C33D9.3	0.757	4.52	0.735
C33D9.6	-4.72	3.14	0.0466
C33D9.8	-4.17	2.67	0.0952
C33F10.14	0.65	5.87	0.626
C33F10.4	-0.296	7.09	0.709
C33F10.8	4.04	1.68	0.0821
C33G3.4	0.459	3.82	0.838
C33G3.6	-0.658	5.34	0.665
C33H5.13	-3.12	1.85	0.192
C33H5.17	0.196	6.55	0.846
C33H5.18	0.519	7.47	0.462
C33H5.8	-0.527	7.32	0.453
C34B2.10	-0.891	6.32	0.425
C34B2.11	-3.79	2.35	0.0919
C34B2.5	-0.106	6.74	0.915
C34B2.6	-0.31	6.72	0.738
C34B2.8	-0.445	7.84	0.417
C34B4.2	0.82	6.52	0.426
C34B4.4	-2.16	1.22	0.333
C34B7.1	4.04	1.68	0.0821
C34B7.2	0.603	7.67	0.302
C34C12.2	0.85	7.35	0.289
C34C12.4	-0.489	5.88	0.713
C34C12.5	0.0768	6.09	0.952
C34C12.8	-0.476	7.17	0.549
C34C6.2	-5.71	4.04	0.0254
C34C6.3	-4.05	2.57	0.103
C34C6.4	-1.32	3.28	0.511
C34D10.1	-0.908	6.57	0.393
C34D4.13	-0.609	6.77	0.555
C34D4.4	0.189	8.27	0.713
C34E10.10	-1.51	6.42	0.167
C34E10.11	-1.49	6.82	0.152
C34E10.8	0.934	8.2	0.0456
C34F11.3	-0.326	6.25	0.845
C34F6.10	1.02	6.24	0.493
C34F6.5	-4.87	3.28	0.0586
C34F6.9	-3.37	5.46	0.0521
C34G6.1	1.63	7.93	0.00554
C34G6.5	-0.804	7.75	0.202
C34H4.5	-4.32	3.35	0.0458
C35A5.6	-0.208	1.22	1
C35A5.7	1.55	1.92	0.472
C35A5.8	-0.0177	8.57	0.987
C35B1.2	2.28	6.27	0.146
C35B1.5	-0.454	2.76	0.834
C35B8.3	-1.2	5.82	0.396
C35C5.11	-2.81	1.63	0.2
C35C5.3	-2.01	6.14	0.112
C35C5.6	2.59	6.94	0.00558
C35D10.1	-0.451	8.18	0.337
C35D10.10	-0.534	7.99	0.311
C35D10.13	-0.563	7.25	0.43
C35D10.17	-1.46	3.33	0.458
C35D10.5	-0.523	6.73	0.574
C35D10.6	-0.217	6.47	0.835
C35D10.7	-0.0696	7.18	0.935
C35E7.3	-5.42	3.77	0.0402
C35E7.4	-5	3.38	0.025
C35E7.5	-0.696	6.46	0.656
C35E7.8	-0.0188	6.64	0.986
C36A4.11	-3.73	2.31	0.126
C36A4.4	0.257	7.57	0.674
C36A4.5	1.01	2.71	0.644
C36B1.11	0.463	9.18	0.279
C36B1.14	-0.533	6.66	0.592
C36B1.9	-3.04	1.79	0.207
C36B7.6	-0.238	7.1	0.765
C36C9.1	1.17	7.52	0.062
C36E6.1	2.13	6.92	0.0191
C36E6.2	-0.0664	5.55	0.968
C36E8.1	0.361	8.31	0.433
C36E8.4	-6.14	4.44	0.0225
C36F7.2	0.173	6.83	0.857
C37A2.6	-2.84	1.65	0.233
C37A2.7	-2.02	4.4	0.267
C37A2.8	0.837	8.42	0.0598
C37A5.7	-0.127	4.33	0.958
C37C3.1	0.642	6.68	0.499
C37C3.12	-2.28	1.29	0.338
C37C3.2	0.3	7.53	0.65
C37C3.9	0.155	9.19	0.713
C37E2.1	-0.905	6.44	0.438
C37E2.2	-1.22	2.53	0.569
C37H5.13	1.14	5.65	0.454
C37H5.2	3.04	4.49	0.204
C37H5.3	1.62	5.99	0.326
C37H5.5	0.0458	7.25	0.954
C37H5.6	0.309	7.49	0.623
C38C10.2	-0.581	8.46	0.198
C38C3.10	-3.68	2.27	0.122
C38D4.1	1.28	3.32	0.555
C38D4.4	0.0454	8.18	0.934
C38D4.9	-1.86	4.72	0.343
C39B5.2	-2.1	4.64	0.25
C39B5.6	-2.4	4.37	0.196
C39E9.11	0.982	8.32	0.0288
C39E9.12	0.781	6.68	0.418
C40A11.2	-3.93	3.02	0.116
C40H1.6	-0.837	4.41	0.655
C40H5.8	-2.06	1.17	0.386
C41C4.1	-5.68	4.01	0.0282
C41D11.3	0.524	8.27	0.253
C41D11.5	-0.36	7.75	0.513
C41D11.9	-1.16	6.94	0.18
C41G7.3	0.575	8.44	0.191
C41G7.9	-0.684	7.61	0.307
C41H7.3	0.353	5.74	0.805
C41H7.4	-0.733	4.6	0.693
C41H7.5	1.25	2.6	0.548
C41H7.6	-0.141	5.31	0.929
C42C1.10	-0.0864	7.71	0.883
C42C1.11	1.53	7.75	0.0206
C42C1.12	0.387	4.37	0.829
C42C1.13	0.609	6.55	0.541
C42C1.4	-0.103	7.35	0.88
C42C1.8	-0.323	8.14	0.518
C42C1.9	-1.79	1.45	0.473
C43E11.12	0.0587	6.44	0.959
C43E11.9	-0.838	6.05	0.497
C43H6.1	0.676	1.99	0.731
C43H6.3	-1.11	6.22	0.342
C43H6.4	-5.99	4.3	0.00736
C43H6.7	1.02	6.18	0.482
C43H8.1	-2.15	4.69	0.225
C43H8.2	-1.7	5.95	0.294
C44B7.1	-1.38	6.16	0.254
C44B7.10	0.472	8.28	0.312
C44B7.11	1.74	5.79	0.353
C44B7.12	-0.285	7.77	0.673
C44B7.2	-1.16	6.55	0.349
C44B7.7	-4.44	2.89	0.0422
C44B9.3	-3.31	6.66	0.00625
C44C1.2	1.15	6.07	0.37
C44C10.4	0.468	6.37	0.691
C44E4.1	0.512	7.09	0.612
C44E4.3	-0.0933	8.53	0.835
C44E4.4	0.386	8.13	0.493
C44E4.5	1.02	6.83	0.296
C44H4.4	-0.568	5.87	0.668
C44H9.4	-2.69	1.55	0.255
C44H9.5	-4.16	2.66	0.0953
C45B2.6	-0.419	4.75	0.808
C45E1.5	5.78	3.23	0.0218
C45G3.5	-0.0061	8.29	0.991
C45G7.4	1.78	4.57	0.445
C45G9.2	1.06	7.58	0.0773
C45G9.5	0.169	7.81	0.783
C45G9.7	-0.937	5.21	0.55
C45H4.14	0.799	5.81	0.55
C46A5.5	0.299	6.75	0.762
C46A5.6	0.102	6.29	0.934
C46C11.1	0.0919	5.96	0.947
C46C11.2	-0.949	4.44	0.655
C46C2.2	-2.25	6.02	0.175
C46C2.7	-1.25	5.55	0.409
C46F11.3	0.908	6.26	0.433
C46F11.4	1.46	6.92	0.0918
C46F11.5	1.52	6.91	0.0879
C46F11.6	4.25	2.64	0.0863
C46F2.1	-3.05	1.8	0.207
C46H11.2	-0.301	3.77	0.88
C46H3.2	-0.804	5.88	0.572
C47A4.1	-0.0951	4.56	0.966
C47B2.2	-0.517	7.98	0.316
C47B2.9	-0.717	3.56	0.697
C47D12.2	1.17	8.81	0.00877
C47D12.8	0.516	6.74	0.662
C47E12.2	-0.0855	8.69	0.844
C47E12.3	0.622	8.13	0.213
C47E12.7	0.631	6.34	0.566
C47E8.3	-2.44	2.05	0.208
C47E8.4	-0.0787	7.55	0.901
C47F8.1	0.389	5.96	0.786
C47G2.3	0.357	6.29	0.761
C47G2.4	0.568	8.13	0.277
C48A7.2	0.567	9.03	0.18
C48B4.10	-0.994	4.97	0.569
C48B4.11	0.328	8.31	0.493
C48B4.6	-1.64	5.52	0.283
C48B4.7	-1.14	6.66	0.239
C48B4.8	-0.303	5.36	0.843
C48B4.9	-0.818	7.32	0.249
C48B6.10	-1.25	6.09	0.336
C48B6.2	-0.957	6.53	0.346
C48B6.3	-1.6	6.43	0.162
C48B6.9	-0.537	6.17	0.681
C48D1.1	3.28	1.19	0.136
C48D1.5	2.98	2.28	0.182
C48E7.11	0.843	6.27	0.476
C48E7.2	0.296	7.87	0.586
C49A9.10	-1.5	5.41	0.33
C49C3.15	1.48	3.2	0.519
C49C3.5	0.317	4.29	0.877
C49C3.6	-0.0916	7.58	0.879
C49C3.7	-0.323	6.89	0.714
C49C3.8	0.664	7.47	0.32
C49C8.3	-2.52	4.15	0.2
C49F5.3	-0.974	6.54	0.341
C49F5.6	0.443	7.49	0.498
C49H3.3	-0.232	7.29	0.754
C49H3.4	0.359	6	0.776
C49H3.6	1.23	3.4	0.567
C49H3.9	-0.658	7.74	0.243
C50A2.2	0.247	4.1	0.895
C50B6.3	0.129	8.12	0.787
C50B6.9	1.4	2.92	0.494
C50B8.1	-0.935	7.89	0.0794
C50B8.3	1.11	6.36	0.321
C50C3.1	1.53	8.01	0.00583
C50D2.5	-0.154	6.77	0.873
C50D2.7	-1.03	6.69	0.442
C50D2.9	-1.01	6.29	0.384
C50E3.11	-2.51	4.86	0.194
C50E3.12	0.14	6.43	0.898
C50E3.13	0.17	7.27	0.811
C50E3.5	-0.434	7.43	0.57
C50F2.2	0.4	6.31	0.729
C50F2.3	-0.492	7.11	0.53
C50F4.12	1.02	7.61	0.0952
C50F4.14	0.0882	8.06	0.861
C50F4.16	0.683	7.89	0.239
C50F4.4	-0.802	5.21	0.613
C50F4.6	-1.7	6.66	0.106
C50F7.4	-0.947	7.41	0.217
C50F7.6	-1.61	4.02	0.384
C52A10.3	-0.836	3.79	0.715
C52B9.4	0.672	7.12	0.411
C52B9.8	-2.26	5.52	0.138
C52D10.12	0.787	6.33	0.58
C52E12.1	0.352	8.14	0.457
C52E12.4	0.488	7.42	0.468
C52E4.5	0.239	1.95	0.933
C53A5.16	-2.5	5.74	0.0907
C53A5.17	1.53	6.93	0.0825
C53A5.6	1.34	5.52	0.362
C53B4.3	-2.47	3.85	0.268
C53B4.4	0.982	7.76	0.0879
C53B4.6	-1.71	6.1	0.295
C53D5.1	-0.418	7.5	0.563
C53D6.4	-0.544	7.11	0.509
C53D6.6	0.808	7.09	0.353
C53H9.2	-0.0688	3.94	0.985
C53H9.3	-0.855	3.65	0.653
C54C6.6	-0.983	6.79	0.297
C54G4.7	0.396	7.01	0.644
C54G4.9	0.149	6.91	0.866
C54G6.1	0.352	6.29	0.776
C55A6.1	0.26	8.27	0.61
C55A6.10	0.121	6.2	0.92
C55A6.9	0.948	9.02	0.0252
C55B6.1	-0.565	7.68	0.342
C55B7.11	-0.0615	8.42	0.911
C55C3.1	-1.83	1.04	0.451
C55C3.5	-1.46	8.48	0.00242
C56A3.4	-0.303	9.13	0.46
C56A3.5	-0.119	7.74	0.847
C56A3.6	0.816	5.33	0.617
C56A3.8	0.43	5.77	0.778
C56C10.10	-3.88	6.31	0.00394
C56C10.11	0.689	6.88	0.435
C56C10.7	0.775	7.23	0.282
C56C10.9	-0.559	6.09	0.649
C56E6.2	-1.4	6.43	0.202
C56E6.9	0.406	6.18	0.77
C56G2.1	0.0598	8.17	0.899
C56G2.15	0.49	6.51	0.63
C56G2.4	-3.4	2.06	0.161
C56G2.5	2.3	6.91	0.0111
C56G2.7	1.89	7.89	0.00119
C56G7.3	-0.0085	4.72	1
cacn-1	-0.408	7.28	0.651
cah-1	-1.01	1.03	0.758
cal-5	0.702	5.28	0.657
calu-1	1.33	7.29	0.101
cam-1	0.898	8.25	0.0542
cand-1	-0.105	6.73	0.917
cap-1	0.181	7.96	0.729
cap-2	0.222	8.26	0.636
capg-1	0.987	7.41	0.142
capg-2	0.548	8.86	0.223
car-1	0.919	9.61	0.0252
cars-1	2.21	8.04	8.17e-05
cas-1	0.346	6.95	0.676
cas-2	0.235	7.72	0.688
cash-1	-0.0309	7.67	0.96
casy-1	-0.77	5.25	0.68
catp-6	0.145	8.39	0.797
catp-7	-6.83	5.1	0.00317
cav-1	-0.641	7.04	0.442
cbd-1	1.02	10.5	0.0163
cblc-1	0.213	7.71	0.747
cbp-1	-0.568	6.48	0.603
CC8.2	-0.0504	5.89	0.973
ccb-1	-4.69	3.11	0.0321
ccch-3	0.14	6.78	0.889
ccch-5	-3.46	5.44	0.0585
ccdc-47	-0.677	8.81	0.112
ccdc-55	0.788	6.54	0.437
ccf-1	0.965	7.89	0.0702
cchl-1	0.448	8.51	0.3
cco-1	-1.24	6.85	0.166
cco-2	0.108	7.36	0.877
ccpp-1	0.828	8.19	0.182
ccr-4	-1.27	7.3	0.0682
cct-1	0.542	8.94	0.204
cct-2	1.42	8.58	0.00143
cct-3	-2.47	6.35	0.0368
cct-4	0.47	8.8	0.297
cct-5	-0.39	9.45	0.34
cct-6	0.917	8.59	0.0554
cct-7	1.58	7.93	0.00393
cct-8	4.42	3.99	0.0634
ccz-1	0.735	7.91	0.187
CD4.3	-0.179	5.75	0.901
CD4.7	1.37	6.92	0.111
CD4.8	-0.434	5.44	0.817
cdc-14	0.516	9.09	0.214
cdc-25.1	0.559	8.95	0.181
cdc-25.2	-1.08	6.93	0.214
cdc-25.3	0.479	6.86	0.587
cdc-26	-2.08	5.6	0.244
cdc-37	1.31	7.48	0.0449
cdc-42	-0.502	8.15	0.301
cdc-48.1	1.34	9.63	0.000994
cdc-48.2	1.6	8.55	0.000342
cdc-48.3	0.576	6.83	0.523
cdc-6	0.572	8.1	0.28
cdd-2	-0.569	7	0.514
cdf-1	-0.476	6.34	0.766
cdh-3	-1.76	5.61	0.33
cdh-4	0.366	8.27	0.439
cdh-5	6.04	3.44	0.0205
cdk-1	0.357	8.99	0.401
cdk-2	-2.28	1.29	0.337
cdk-4	0.476	6.48	0.651
cdk-5	2.22	7.43	0.00157
cdk-7	0.239	7.73	0.699
cdk-8	1.62	8.51	0.00108
cdk-9	1.46	6.17	0.225
cdl-1	0.107	9.3	0.791
cdr-4	1.94	3.05	0.401
cdr-6	-3.26	5.27	0.0856
cdr-7	-0.364	4.41	0.861
cdt-1	-0.526	6.23	0.656
cdt-2	1.22	5.63	0.426
cdtl-7	0.514	6.7	0.585
cec-1	-2.25	5.88	0.11
ced-1	-2.5	6.65	0.0309
ced-10	-4.2	5.37	0.0135
ced-12	-1.13	7.84	0.0371
ced-2	0.0913	7.16	0.911
ced-3	-0.495	6.91	0.701
ced-4	1.28	7.55	0.0367
ced-5	0.347	7.52	0.58
ced-6	0.279	7.32	0.712
ced-7	-0.668	8.47	0.132
ced-8	-1.57	5.63	0.28
ced-9	1.18	6.28	0.353
cee-1	0.345	7.65	0.565
ceh-100	1.76	6.48	0.1
ceh-21	1.16	6.88	0.186
ceh-38	0.994	9.1	0.0181
ceh-39	1.73	6.39	0.118
ceh-40	-0.0386	5.05	0.988
ceh-41	1.6	6.85	0.114
ceh-44	-0.0907	8	0.861
ceh-49	-1.59	7.21	0.032
ceh-6	-3.24	1.94	0.139
ceh-91	0.81	5.95	0.589
cel-1	-0.435	7.94	0.504
cep-1	0.365	8.03	0.472
ces-2	1.54	2.29	0.476
cey-1	0.128	8.04	0.823
cey-2	0.659	9.97	0.114
cey-3	0.945	9.65	0.0348
cey-4	2.2	8.28	2.91e-05
cfim-1	0.139	6.79	0.878
cfim-2	-0.835	8.23	0.18
cgef-1	1.1	5.96	0.4
cgef-2	0.00805	3.62	1
cgh-1	0.714	9.94	0.133
cgp-1	0.675	7.43	0.351
cgt-3	-0.12	9.08	0.775
chc-1	1.52	8.68	0.00148
chch-3	0.0189	5.88	0.991
chd-3	0.885	6.23	0.483
che-12	-2.67	1.53	0.27
che-14	2.7	5	0.246
chin-1	-1.25	6.29	0.313
chk-1	0.277	7.49	0.694
chn-1	-0.284	8.58	0.513
chp-1	0.227	7.14	0.761
chs-1	0.713	7.52	0.334
cht-1	-4.7	4.42	0.0233
chtl-1	-0.723	8.36	0.101
cic-1	1.09	6.9	0.224
cid-1	0.455	8.79	0.294
cids-1	0.0785	7.55	0.899
cids-2	0.761	8.7	0.0767
cif-1	0.273	7.89	0.615
cil-1	-2.81	3.89	0.213
cin-4	2.47	1.9	0.272
cir-1	0.933	7.89	0.111
cit-1.1	-0.557	7.72	0.361
cit-1.2	-0.788	5.25	0.625
cka-1	-0.31	7.4	0.679
ckb-1	-3.76	2.33	0.126
ckb-2	-0.0754	6.33	0.95
ckb-4	1.63	4.84	0.336
ckc-1	-2.01	1.13	0.418
cki-1	-3.15	1.87	0.192
cki-2	0.284	7.99	0.571
cks-1	-0.459	8.75	0.333
cku-70	-0.107	6.17	0.929
cku-80	-0.0437	7.19	0.958
clc-2	-1.57	2.52	0.488
cle-1	-2.97	1.74	0.213
clec-104	-3.4	2.05	0.161
clec-160	-1.81	1.02	0.449
clec-264	-2.46	2.53	0.235
clec-266	-0.248	4.97	0.897
clec-87	-0.27	10.3	0.544
clec-88	-0.147	10.3	0.725
clec-91	-0.049	9.4	0.91
clh-3	1.71	6.93	0.0502
clh-5	0.301	8.24	0.514
clh-6	0.676	4.75	0.698
clic-1	1.22	7.34	0.0742
clk-1	-2.22	5.7	0.124
clk-2	1.32	7.14	0.0893
cln-3.2	-1.65	6.13	0.311
clp-1	0.57	7.6	0.465
clp-2	0.874	7.1	0.33
clp-4	-2.82	1.64	0.232
clp-7	0.906	7.01	0.263
clpf-1	0.285	5.63	0.841
clpp-1	0.338	5.6	0.815
clr-1	0.261	8.41	0.623
cls-1	2.27	4.94	0.238
cls-2	-1.29	5.9	0.335
cls-3	0.515	5.69	0.733
clu-1	0.352	8.21	0.446
cmd-1	0.358	7.77	0.52
cnb-1	-0.359	5.22	0.818
cnc-10	-2.17	2.03	0.329
cnk-1	-2.03	3.03	0.282
cnp-2	0.242	2.81	0.904
cnp-3	0.427	6.66	0.714
cnt-1	2.31	4.52	0.196
cnt-2	-0.765	6.3	0.632
cnx-1	1.12	8.78	0.00867
coel-1	6.44	3.82	0.0156
cogc-1	-4.58	4.32	0.0278
cogc-2	0.686	7.75	0.277
cogc-3	0.34	6.96	0.734
cogc-4	0.223	5.64	0.884
cogc-5	0.0631	8.07	0.907
cogc-6	0.493	7.8	0.467
cogc-8	0.78	6.71	0.449
coh-1	-2.34	6.05	0.102
coh-3	1.4	6.4	0.326
coh-4	0.549	5.87	0.743
col-123	-3.81	2.37	0.121
col-158	-2.01	1.13	0.418
col-86	-1.1	3.5	0.536
col-90	-2.04	3.17	0.277
com-1	2.03	6.74	0.0334
coq-1	-0.431	7.01	0.588
coq-2	-1.38	5.48	0.358
coq-3	-3.54	4.06	0.0879
coq-4	-0.328	3.9	0.863
coq-5	-0.289	7.28	0.715
coq-6	-0.233	6.32	0.835
coq-8	0.545	7.65	0.351
cpar-1	-0.499	5.07	0.757
cpb-1	0.0905	7.19	0.923
cpb-3	0.974	9.33	0.0169
cpf-1	0.715	8.06	0.147
cpf-2	-0.436	2.14	0.888
cpg-1	2.61	9.98	4.4e-09
cpg-2	1.49	9.37	0.000317
cpg-3	0.485	6.81	0.751
cpg-4	0.97	8.83	0.0506
cpg-8	-0.703	7.39	0.345
cpi-2	-0.00435	7.72	0.995
cpin-1	-2.86	1.67	0.234
cpn-1	0.0225	8.23	0.966
cpna-1	1.35	5.82	0.429
cpna-3	-0.146	8.71	0.737
cpsf-1	0.757	7.43	0.24
cpsf-2	0.2	7.47	0.754
cpsf-3	0.391	7.94	0.458
cpsf-4	0.979	7.77	0.0765
cpt-1	0.179	8.55	0.698
cpt-2	0.722	7.29	0.309
cpt-6	0.767	5.38	0.632
cpx-1	-3.27	1.96	0.172
cra-1	1.71	8.09	0.000618
crh-1	-0.0547	3.96	0.984
cri-3	-0.908	7.75	0.127
crls-1	-0.787	6.87	0.381
crml-1	-0.136	8.6	0.803
crn-1	0.337	7.59	0.57
crn-2	3.47	3.87	0.088
crn-3	0.00737	8.36	0.991
crn-4	0.532	7.35	0.471
crn-5	-1.68	4.41	0.403
crn-7	4.08	2.77	0.0805
crp-1	4.64	2.17	0.0538
crt-1	1.31	9.13	0.00226
csb-1	0.857	7.21	0.249
csc-1	0.0925	6.96	0.921
csk-1	0.981	5.93	0.505
csn-1	0.926	7.86	0.142
csn-2	-0.498	8.47	0.341
csn-3	-0.333	8.01	0.515
csn-4	-0.936	7.03	0.279
csn-5	1.6	7.76	0.0114
csn-6	-0.0606	6.55	0.956
csnk-1	2.34	7.16	0.0029
csr-1	-0.825	6.91	0.543
cst-1	0.139	5.34	0.943
ctb-1	-1.62	11	0.000144
cTel55X.1	-0.868	4.59	0.611
ctg-1	0.825	5.51	0.617
cth-2	-4.93	3.32	0.0402
ctn-1	-1.24	3.06	0.534
ctns-1	-0.316	8.16	0.539
cts-1	1.03	8.75	0.0205
cua-1	0.277	7.38	0.682
cuc-1	-1.33	5.43	0.385
cul-1	0.724	7.6	0.224
cul-2	0.0947	7.34	0.888
cul-3	0.486	5.85	0.727
cul-4	0.472	7.48	0.634
cul-5	-0.433	7.3	0.531
cup-2	0.223	7.89	0.68
cup-5	-0.147	8.34	0.749
cutc-1	-0.336	8.32	0.451
cuti-1	-3.36	2.03	0.142
cutl-13	-2.72	1.57	0.256
cutl-20	-2.14	3.36	0.296
cutl-21	3.94	1.61	0.0891
cutl-26	-4.29	2.77	0.0795
cutl-3	-4.05	2.57	0.0937
cux-7	1.61	7.2	0.0366
cwn-1	-3.04	2.49	0.123
cwn-2	3.25	2.31	0.155
cya-1	-0.864	6.83	0.334
cyb-1	0.576	9.45	0.155
cyb-2.1	-0.523	8.03	0.3
cyb-2.2	-0.0566	9.09	0.891
cyb-3	0.339	10	0.41
cyc-1	-1.24	7.13	0.123
cyc-2.1	-0.105	7.69	0.867
cyd-1	-0.496	5.17	0.774
cye-1	0.133	5.8	0.932
cyk-1	1.96	5.75	0.171
cyk-3	-2.33	6.2	0.0614
cyk-4	0.44	7.83	0.413
cyl-1	-0.223	6.67	0.825
cyld-1	0.265	8.32	0.553
cyn-1	0.577	6.08	0.656
cyn-10	-1.06	5.41	0.476
cyn-11	-1.02	5.25	0.507
cyn-12	-0.0228	6.51	0.984
cyn-13	-0.101	5.48	0.95
cyn-15	-0.23	7.59	0.709
cyn-3	0.312	7.26	0.667
cyn-4	1.15	6.41	0.282
cyn-5	0.924	7.25	0.238
cyn-6	0.0706	3.22	0.972
cyn-7	0.219	8.98	0.631
cyn-8	0.191	7.36	0.779
cyn-9	1.05	6.92	0.238
cyp-13B2	-2.23	5.53	0.146
cyp-25A3	-0.885	2.62	0.701
cyp-25A4	-2.58	3.08	0.247
cyp-29A2	-2.28	1.29	0.324
cyp-31A2	2.11	5.82	0.144
cyp-31A3	0.57	6.86	0.604
cyp-31A5	-0.208	5.89	0.907
cyp-33A1	-5.68	4.01	0.0283
cyp-44A1	-0.319	7.18	0.665
cyy-1	-1.23	7.96	0.0181
czw-1	0.219	8.87	0.619
D1005.1	1.23	7.82	0.0335
D1007.10	-2.45	5.68	0.18
D1007.15	-0.515	4.39	0.803
D1007.19	4.86	3.95	0.0496
D1007.4	-1.25	6.16	0.293
D1007.5	-0.341	8.4	0.485
D1007.8	-0.612	6.18	0.603
D1014.2	2.12	5.87	0.119
D1014.4	-0.0363	7.05	0.968
D1022.4	-1.17	6.16	0.39
D1025.1	-0.135	5.08	0.944
D1037.1	1.52	6.2	0.232
D1037.5	-0.652	1.17	0.788
D1043.1	0.328	7.8	0.683
