	logFC	logCPM	PValue
F33E11.2	0.782	7.42	0.421
F33E11.3	-0.791	6.33	0.539
F33E11.6	0.693	5.26	0.688
F33E2.5	6.14	5.04	0.00587
F33G12.2	0.593	7.27	0.502
F33G12.3	-0.0941	7.15	0.919
F33G12.5	-0.57	8.01	0.349
F33G12.6	-2.81	5.19	0.23
F33G12.7	1.18	2.29	0.587
F33H1.3	0.0739	7.22	0.935
F33H1.4	-0.63	7.25	0.626
F33H2.2	0.0192	8.61	0.979
F33H2.3	-0.206	6.55	0.86
F33H2.5	-0.0544	7.97	0.934
F33H2.6	0.941	6.22	0.485
F33H2.8	-3.88	2.42	0.131
F34D10.2	-1.6	7.03	0.125
F34D10.3	-3.37	2.55	0.161
F34D10.4	0.347	6.92	0.732
F34D10.9	-3.47	2.14	0.165
F35C11.5	0.308	7.97	0.618
F35C5.1	-3.7	2.31	0.14
F35C8.2	-4.43	2.88	0.0913
F35D11.3	1.15	4.19	0.636
F35D11.4	1.71	2.8	0.486
F35D11.5	2.29	5.03	0.224
F35D2.3	-3.29	2.85	0.164
F35F10.1	4.39	2.67	0.105
F35F11.1	-0.515	7.45	0.505
F35G12.11	0.488	6.59	0.677
F35G12.12	1.17	8.11	0.0403
F35G12.2	0.121	8.58	0.815
F35G12.4	-1.37	7.61	0.105
F35G12.5	-0.766	5.03	0.678
F35G12.7	-0.756	6.2	0.574
F35G2.1	0.182	9.12	0.741
F35G2.2	-0.618	5.31	0.723
F35G2.3	3.17	3.8	0.208
F35H10.10	3.11	5.65	0.188
F35H10.5	0.368	3.57	0.869
F35H10.6	0.997	5.77	0.529
F35H10.7	-0.307	7.17	0.735
F35H12.4	2	7.04	0.0586
F35H12.5	2.8	4.64	0.23
F36A2.13	-0.61	9.14	0.206
F36A2.2	-0.0822	6.72	0.943
F36A2.3	1.33	2.12	0.525
F36A2.7	0.0616	6.95	0.958
F36A2.9	-0.455	8.33	0.413
F36D1.1	-0.00183	4.23	1
F36D1.9	3.4	2.4	0.15
F36D3.1	-0.184	6.19	0.89
F36D4.2	-0.319	3.79	0.892
F36D4.5	0.722	8.17	0.226
F36F2.7	1.72	1.84	0.483
F36G3.1	-3.92	2.46	0.128
F36G3.2	0.0615	5.68	0.977
F36H12.2	0.462	4.33	0.826
F36H2.2	-0.0545	8.98	0.912
F37A4.1	0.682	8.48	0.185
F37A4.2	0.01	7.36	0.992
F37B12.3	0.329	8.07	0.578
F37B4.10	-0.881	7.36	0.444
F37C12.1	-1.01	6.71	0.43
F37C12.18	-2.95	1.76	0.239
F37C12.3	0.436	6.77	0.695
F37C4.5	1.53	6.57	0.252
F37D6.2	-0.154	8.46	0.791
F37F2.2	-0.155	3.7	0.952
F37H8.5	4.21	2.52	0.117
F38A1.8	-0.282	3.08	0.908
F38A5.1	-0.0463	8.02	0.943
F38A5.2	0.15	7.78	0.827
F38A5.7	-0.121	4.77	0.96
F38B2.4	-1	1.83	0.699
F38B7.3	0.875	6.35	0.529
F38E1.9	-0.589	6.71	0.601
F38E11.5	0.364	5.32	0.828
F38E11.9	-3.96	2.49	0.125
F38E9.1	0.92	4.1	0.702
F38E9.5	-0.472	7.05	0.627
F38H4.10	0.177	7.19	0.845
F39B2.1	-0.694	8.12	0.265
F39B2.3	-1.12	5.56	0.508
F39B2.5	0.135	5.74	0.937
F39B2.7	-6.55	4.8	0.00537
F39B3.2	3.34	1.86	0.206
F39C12.1	-0.186	6.58	0.891
F39F10.3	-2.01	5.76	0.274
F39F10.4	-5.81	4.12	0.0334
F39G3.3	-0.691	7.51	0.366
F39H11.1	0.471	7.27	0.582
F39H12.1	-1.12	5.89	0.508
F39H2.3	0.194	6.98	0.842
F40A3.3	0.697	6.54	0.558
F40B5.2	5.67	5.08	0.0318
F40E10.5	-2.87	1.7	0.251
F40E10.6	1.77	5.15	0.435
F40E3.2	-0.363	5.75	0.827
F40F11.2	-0.282	7.03	0.768
F40F11.3	0.18	5.63	0.909
F40F4.7	0.0227	7.02	0.982
F40F8.1	0.206	8.13	0.744
F40F8.11	0.234	8.45	0.65
F40F8.3	0.617	2.27	0.807
F40F9.7	-0.406	7.93	0.559
F40G12.11	-1.78	7.86	0.00892
F40G9.17	-0.164	2.95	0.962
F40G9.2	0.83	3.43	0.703
F40H3.1	1.19	5.91	0.521
F40H3.6	0.64	2.91	0.804
F41C3.4	-0.501	6.17	0.71
F41E6.9	0.982	6.6	0.406
F41G3.6	0.145	7.91	0.819
F41H10.3	-0.0289	7.52	0.973
F41H10.4	0.938	7.19	0.307
F42A10.5	0.0528	8.22	0.925
F42A10.9	0.407	2.47	0.879
F42A6.6	3.21	4.65	0.157
F42A8.3	0.252	7.96	0.697
F42A9.6	0.999	6.19	0.512
F42A9.8	-1.25	5.06	0.486
F42C5.9	4.97	3.16	0.0722
F42F12.3	-1.73	4.59	0.389
F42G2.6	-0.918	3.92	0.676
F42G8.10	0.209	6.24	0.877
F42G8.7	1.06	4.32	0.668
F42G9.1	0.387	6.55	0.742
F42G9.6	0.286	7.88	0.837
F42H10.2	-1.25	4.19	0.522
F42H10.3	-3.47	5.32	0.0661
F43A11.8	-2.7	1.62	0.275
F43C1.1	-4.24	2.73	0.0984
F43C1.3	0.119	5.06	0.951
F43C1.6	-2.28	4.39	0.252
F43C11.9	0.435	6.57	0.707
F43D2.1	0.547	7.29	0.524
F43D2.2	-0.0349	5.91	0.987
F43D9.1	-0.123	2.21	1
F43D9.3	-1.89	2.53	0.41
F43E2.1	-5.32	3.66	0.0307
F43E2.7	-0.114	8.03	0.855
F43G6.10	-0.65	5.13	0.726
F43G6.7	0.358	5.18	0.852
F43G9.1	0.309	8.25	0.587
F43G9.12	-0.618	7.34	0.512
F43G9.13	0.302	4.4	0.881
F43G9.2	-0.131	6.8	0.905
F43G9.3	1.7	5.61	0.292
F43G9.4	-0.256	6.32	0.844
F43H9.3	0.561	7.67	0.515
F44A6.4	0.873	2.51	0.717
F44B9.5	0.542	6.37	0.706
F44B9.8	-0.458	8.3	0.429
F44D12.1	3.5	6.6	0.106
F44E2.10	-0.958	6.84	0.367
F44E2.3	1.06	6.28	0.429
F44E2.6	-1.88	4.18	0.372
F44E2.7	-0.107	7.52	0.89
F44E2.8	0.378	8.14	0.52
F44E2.9	-2.5	2.96	0.249
F44E5.1	0.445	5.36	0.795
F44E7.2	-0.027	7.2	0.977
F44E7.4	-0.314	8.84	0.55
F44E7.5	-0.902	7.65	0.202
F44E7.9	-0.569	5.75	0.713
F44F4.1	1	2.21	0.625
F44G3.2	4.55	2.8	0.0942
F44G4.1	0.248	8.03	0.713
F44G4.2	0.382	6.94	0.724
F44G4.3	-0.158	5.16	0.93
F45C12.15	-0.451	6.3	0.733
F45C12.2	-4.21	3.63	0.108
F45E12.5	0.046	6.1	0.977
F45F2.10	0.447	8.43	0.4
F45F2.11	1.72	7.94	0.0113
F45F2.9	1.57	2.7	0.528
F45G2.10	0.343	5.6	0.836
F45G2.4	0.295	8.01	0.628
F45G2.7	1.8	3.52	0.423
F45G2.8	0.459	5.31	0.788
F45G2.9	-2.97	3.68	0.201
F45H10.2	-0.299	5.03	0.869
F45H10.3	0.083	4.49	0.972
F45H11.3	0.465	7.85	0.485
F45H11.5	-0.0522	5.08	0.982
F45H11.8	-1.19	3.86	0.559
F46B6.12	0.41	5.79	0.793
F46B6.4	0.359	6.48	0.765
F46B6.5	-0.0227	8.44	0.969
F46B6.6	-0.695	7.01	0.467
F46C5.9	0.0269	8.22	0.962
F46E10.2	-5.11	3.48	0.0492
F46F11.1	0.0448	6.52	0.974
F46F11.10	1.35	6.25	0.326
F46F11.6	0.812	8.3	0.14
F46F11.7	0.764	3.04	0.709
F46F11.8	0.0603	9.03	0.911
F46F11.9	0.14	7.19	0.877
F46H5.2	-0.403	7.58	0.707
F46H5.3	-0.0974	9.02	0.853
F46H5.4	-1.57	5.94	0.294
F46H5.7	4.44	2.73	0.0946
F47A4.5	0.0819	7.24	0.928
F47B10.1	-0.0452	7.39	0.956
F47B10.9	-1.63	6.22	0.26
F47B7.2	1.21	6.97	0.228
F47D12.5	-2.67	1.58	0.282
F47D12.9	0.0446	9.16	0.927
F47G3.3	-0.391	6.34	0.763
F47G4.2	2.09	6.46	0.143
F47G4.4	1.41	5.56	0.379
F47G9.1	0.308	7.52	0.683
F48A11.4	-0.524	8.14	0.354
F48B9.8	1.82	5.78	0.271
F48C1.5	-1.12	4.66	0.54
F48C1.6	-2.37	5.19	0.258
F48E3.3	-1.35	6.77	0.241
F48E3.6	4.91	3.11	0.0754
F48E8.2	-0.173	6.23	0.898
F48E8.3	-0.197	7.76	0.773
F48E8.4	-2.27	3.88	0.265
F48E8.6	-0.11	7.72	0.884
F48F7.6	1.05	6.3	0.434
F48G7.4	-5.15	3.51	0.0536
F49C12.10	-3.28	2.84	0.158
F49C12.11	0.371	7.04	0.72
F49C12.12	0.172	6.4	0.892
F49C12.9	0.0914	9.24	0.85
F49D11.10	-1.05	6.38	0.513
F49E11.2	-3.73	2.31	0.143
F49E12.6	-0.528	6.34	0.692
F49E2.1	-2.95	1.76	0.239
F49E8.1	0.00532	8.43	0.993
F49E8.2	-0.101	9.56	0.839
F49E8.6	-2.85	5.51	0.161
F49E8.7	0.0621	9.27	0.898
F49H12.5	-6	4.29	0.0121
F52A8.1	0.0663	7.54	0.935
F52A8.5	-0.0794	7.68	0.925
F52A8.6	0.449	8.58	0.373
F52B11.1	0.404	7.91	0.545
F52B11.2	1.18	5.86	0.437
F52B5.2	-0.425	8.22	0.512
F52B5.3	-0.637	8.48	0.24
F52B5.7	0.223	7.67	0.779
F52C12.1	-0.177	5.62	0.918
F52C12.2	1.01	6.27	0.478
F52C12.3	0.769	5.11	0.679
F52C12.4	-1.27	2.45	0.565
F52C12.6	-0.227	3.61	0.928
F52C6.2	-0.215	5.18	0.909
F52C6.3	5.27	3.43	0.0593
F52C9.1	0.65	6.64	0.694
F52C9.3	-0.124	4.88	0.964
F52D10.2	1.14	6.4	0.368
F52D10.6	2.92	6.4	0.0937
F52D2.7	-1.56	6.8	0.186
F52E1.13	0.179	9.7	0.708
F52F12.7	0.454	2.53	0.852
F52G3.1	1.14	5.25	0.54
F52H2.1	-0.303	4.37	0.89
F52H2.5	0.264	6.15	0.852
F52H2.7	0.457	5	0.82
F52H3.2	0.672	7.65	0.348
F52H3.4	1.58	6.78	0.154
F53A10.2	-2.69	4.87	0.175
F53A2.3	-3.81	3.57	0.0898
F53A2.7	0.0338	7.39	0.969
F53A3.1	-2.95	1.76	0.239
F53B1.2	0.271	6.69	0.832
F53B1.8	-2.43	5.65	0.208
F53B3.5	-0.509	5.59	0.763
F53B6.4	-3.68	2.27	0.146
F53B7.3	0.256	7.4	0.779
F53C11.3	0.637	7.54	0.391
F53C11.4	0.0742	7.38	0.933
F53C11.5	0.263	9.12	0.588
F53C3.13	0.428	7.97	0.498
F53E10.1	2.6	4.32	0.243
F53E10.6	0.492	4.24	0.798
F53E4.1	-0.638	7.65	0.369
F53F1.2	-0.623	5.61	0.703
F53F1.3	1.27	6.44	0.313
F53F10.2	0.783	6.16	0.663
F53F10.3	0.676	5.31	0.687
F53F10.8	-2.6	1.97	0.268
F53F4.10	0.512	6.58	0.656
F53F4.11	-0.0779	7.94	0.901
F53F4.12	0.137	7.02	0.893
F53F4.14	0.239	7.98	0.718
F53F4.16	-0.69	3.44	0.752
F53F4.3	0.781	7.54	0.3
F53F8.3	0.148	7.16	0.869
F53F8.5	-2.75	3.64	0.207
F53G12.9	-5.54	3.87	0.0296
F53G2.1	-4.69	3.09	0.0778
F53H1.1	0.523	6.8	0.639
F53H1.3	-1.74	6.62	0.283
F53H1.4	0.457	5.28	0.797
F53H10.2	5.43	4.54	0.0415
F53H2.4	-0.548	4.55	0.77
F53H4.4	0.486	5.61	0.805
F54A3.2	-2.86	4.2	0.174
F54A3.5	-0.157	5.01	0.93
F54A3.6	-1.11	6.27	0.386
F54B11.5	-2.92	4.94	0.166
F54B3.1	0.383	8.23	0.506
F54C4.1	-0.105	5.53	0.95
F54C4.4	0.361	5.78	0.819
F54C8.4	-0.557	8.82	0.415
F54C8.7	0.923	7.04	0.38
F54C9.11	-3.52	2.15	0.166
F54C9.9	1.2	7.84	0.124
F54D10.5	0.178	6.61	0.882
F54D10.7	0.0886	6.63	0.941
F54D11.2	-2	4.88	0.324
F54D11.3	-4.26	4.64	0.0629
F54D11.4	0.863	5.36	0.599
F54D12.4	0.439	4.33	0.821
F54D5.11	-0.671	7.92	0.303
F54D5.12	0.355	8.28	0.513
F54D5.15	-5.76	4.07	0.0309
F54D5.2	0.321	7.63	0.696
F54D5.5	0.151	8.26	0.786
F54D5.7	-1.15	6.63	0.479
F54D5.9	0.082	8.83	0.888
F54D7.2	-0.392	7.83	0.589
F54D7.6	0.774	4.4	0.702
F54D7.7	0.542	5.76	0.737
F54D8.6	-0.672	6.21	0.63
F54E12.2	1.38	7.4	0.336
F54E7.8	-0.212	7.15	0.822
F54E7.9	0.463	2.75	0.827
F54F2.7	-0.964	2.84	0.648
F54F2.9	0.5	6.93	0.628
F54F7.6	-0.407	6.02	0.779
F54H12.5	0.223	7.86	0.782
F55A11.1	-0.247	8.16	0.691
F55A11.4	-0.12	7.8	0.863
F55A11.7	0.466	8.05	0.426
F55A11.8	1.28	6.02	0.372
F55A12.1	-5.8	4.11	0.0169
F55A12.10	5.78	5.2	0.00994
F55A12.2	1.11	4.67	0.604
F55A12.5	-0.973	8.52	0.0681
F55A12.8	-0.0642	6.98	0.955
F55A3.2	0.774	5.74	0.735
F55A3.3	-0.149	9.23	0.752
F55A4.8	6.94	5.58	0.00801
F55B11.1	-5.42	3.75	0.0485
F55B12.4	-0.463	6.17	0.736
F55C12.1	-5.41	3.73	0.0489
F55C12.5	0.0064	7.91	0.993
F55C5.8	0.143	8.82	0.784
F55D12.5	-0.413	7.32	0.687
F55F10.1	-1.03	6.99	0.289
F55F8.2	0.368	7.46	0.721
F55F8.3	-1.07	7.57	0.199
F55F8.9	0.00622	8	0.994
F55G1.5	-5.66	3.97	0.0183
F55G1.6	0.358	7.54	0.627
F55G1.7	-2.71	6.1	0.133
F55G1.9	-0.403	5.62	0.799
F55G7.2	1.22	2.1	0.645
F55H2.5	-2.38	2.44	0.332
F55H2.7	-0.919	6.97	0.347
F56A11.4	-2.95	1.76	0.239
F56A11.5	0.501	7.64	0.532
F56A6.4	-1.19	5.12	0.497
F56A8.3	0.136	7.29	0.873
F56A8.4	-0.601	6.79	0.572
F56A8.5	-0.354	4.97	0.845
F56A8.8	-0.568	4.46	0.799
F56A8.9	2.02	4.87	0.354
F56B3.11	-0.459	3.93	0.821
F56B3.2	1.67	2.2	0.471
F56B3.3	4.49	2.77	0.0931
F56B3.4	-0.4	6.2	0.775
F56B3.8	0.0571	5.45	0.976
F56B3.9	2.66	1.45	0.311
F56C11.3	0.796	2.14	0.76
F56C11.5	0.827	6.12	0.541
F56C9.10	-0.39	8.51	0.492
F56C9.11	1.14	6.54	0.401
F56C9.3	0.294	8.91	0.537
F56C9.6	0.428	8.09	0.505
F56D1.1	0.443	8.83	0.358
F56D1.2	0.556	4.98	0.78
F56D1.3	0.496	5.48	0.765
F56D12.6	-0.785	6.66	0.503
F56D2.2	0.307	6.87	0.765
F56D2.5	-3.96	2.49	0.125
F56D2.6	0.173	8.21	0.756
F56D5.4	-0.138	2.78	0.978
F56D5.5	0.62	6.52	0.645
F56F11.2	-5.69	4.01	0.0367
F56F11.4	0.0165	7.82	0.982
F56G4.4	0.404	7.45	0.599
F56G4.6	1.76	5.37	0.361
F56H1.6	0.218	6.92	0.836
F56H1.7	-0.0785	6.08	0.959
F56H9.2	2.45	2.75	0.298
F57A10.4	-0.692	4.66	0.712
F57A8.1	-0.7	3.14	0.751
F57B10.14	0.535	5.18	0.771
F57B10.3	2.1	6.32	0.224
F57B10.4	0.194	8.23	0.73
F57B10.5	0.392	6.34	0.753
F57B10.8	0.84	7.02	0.429
F57B10.9	0.534	7.32	0.64
F57B7.2	-1.86	4.31	0.393
F57B9.1	2.24	2.16	0.352
F57B9.8	-3.42	2.1	0.165
F57C2.5	-1.04	7.05	0.278
F57C9.1	-0.148	5.83	0.929
F57C9.4	-1.21	6.47	0.372
F57C9.6	-5.97	4.27	0.0298
F57C9.7	0.312	6.32	0.808
F57G12.1	-4.19	2.69	0.101
F58A4.14	-3.12	1.87	0.208
F58A4.2	1.38	3.77	0.534
F58A4.6	0.147	7.42	0.867
F58A4.9	0.622	5.88	0.68
F58B3.4	-0.312	8.21	0.643
F58B3.6	0.185	8.43	0.733
F58B3.7	1.09	6.7	0.326
F58D5.9	-0.184	2.02	0.96
F58E10.1	0.484	8.16	0.425
F58E10.3	0.0881	9.54	0.851
F58E10.7	4.45	2.73	0.0674
F58E2.4	4.35	2.66	0.101
F58F12.1	0.282	6.78	0.789
F58G1.1	-0.319	8.11	0.664
F58G1.2	-0.735	7.64	0.322
F58G11.2	1.04	6.49	0.421
F58G11.3	0.59	7.81	0.378
F58H1.3	-0.0841	5.92	0.955
F58H1.5	-1.49	2.41	0.515
F58H1.8	0.11	4.89	0.952
F59A2.2	-2.18	4.13	0.31
F59A2.5	0.155	3.72	0.953
F59A2.6	0.331	5.85	0.861
F59A3.1	-0.494	5.97	0.74
F59A3.12	1.05	7.36	0.217
F59A3.2	0.764	6.89	0.608
F59A3.3	-0.118	6.34	0.927
F59A3.4	0.19	8.44	0.72
F59A6.5	-0.645	7.8	0.344
F59B1.10	0.292	4.31	0.898
F59B1.8	-0.424	4.82	0.84
F59B10.3	4.15	2.5	0.117
F59B2.2	0.35	8	0.579
F59B2.3	0.498	6.65	0.676
F59B2.9	-2.96	1.79	0.232
F59C12.3	-1.28	4.63	0.579
F59C12.4	2.21	5.02	0.306
F59C6.12	-1.29	2.46	0.6
F59C6.5	-0.46	7.42	0.571
F59D12.5	1.25	5.45	0.457
F59D6.1	3.72	2.13	0.158
F59E10.3	0.253	6.55	0.838
F59E12.1	0.214	8.91	0.665
F59E12.11	0.0743	7.05	0.937
F59E12.9	0.623	8.64	0.246
F59F4.2	-2.26	3.5	0.314
F59F4.3	-6.22	4.49	0.00937
F59F5.7	-3.33	2.01	0.186
F59G1.8	-0.424	6.35	0.755
F59H5.1	-0.366	6.71	0.797
faah-1	-1.75	1.77	0.506
faah-2	-5.24	3.58	0.054
faah-4	-3.57	5.49	0.0464
fah-1	0.281	6.88	0.846
fan-1	-0.0263	7.96	0.968
farl-11	0.471	8.08	0.433
fars-1	0.833	8.36	0.117
fars-2	-0.163	6.81	0.876
fars-3	0.707	7.75	0.299
fat-1	0.0196	8.52	0.97
fat-3	-6.31	5.15	0.00589
fat-4	0.493	6.8	0.683
fbf-1	0.67	7.4	0.402
fbf-2	-0.648	5.13	0.729
fbl-1	-5.7	4.01	0.0394
fbp-1	-0.614	7.64	0.405
fbxa-101	1.45	6	0.303
fbxa-107	-0.491	5.44	0.809
fbxa-108	1.62	2.97	0.474
fbxa-114	1.02	4.85	0.626
fbxa-115	6.81	5.35	0.0108
fbxa-116	2.84	1.56	0.271
fbxa-120	-2.17	3.82	0.379
fbxa-123	-0.855	4.17	0.711
fbxa-128	-2.27	1.76	0.334
fbxa-129	-4.34	2.8	0.0977
fbxa-145	1.46	4.65	0.505
fbxa-150	-0.563	4.14	0.814
fbxa-153	0.93	6.37	0.48
fbxa-167	-4.92	3.3	0.067
fbxa-170	-0.877	6.58	0.455
fbxa-180	-5.49	3.82	0.043
fbxa-181	1.5	2.96	0.535
fbxa-192	0.832	4.54	0.703
fbxa-197	6.15	5.14	0.011
fbxa-198	-2.8	2.11	0.238
fbxa-2	-2.87	1.7	0.251
fbxa-203	1.34	1.83	0.576
fbxa-206	-0.124	6.95	0.899
fbxa-210	-0.557	7.2	0.52
fbxa-212	-3.63	2.23	0.15
fbxa-215	0.276	9.66	0.575
fbxa-4	4.65	3.44	0.0767
fbxa-64	-1.31	3.77	0.556
fbxa-65	1.02	5.96	0.525
fbxa-76	1.46	3.66	0.55
fbxa-83	-1.9	5.49	0.331
fbxa-90	-0.0122	3.08	1
fbxa-95	-1.54	4.25	0.426
fbxa-97	-0.94	2.9	0.693
fbxb-104	-5.22	3.57	0.0553
fbxb-34	-0.101	3.36	0.975
fbxb-7	-0.439	6.58	0.706
fbxb-72	4.01	2.36	0.134
fbxb-78	5.68	3.8	0.0453
fbxb-87	-3.52	2.15	0.166
fbxc-23	-4.51	2.96	0.0833
fbxc-31	2.79	3.33	0.273
fbxc-32	-2.02	4.31	0.315
fbxc-33	0.114	2.45	0.973
fbxc-36	-0.944	6.41	0.561
fbxc-40	0.752	4.39	0.735
fbxc-42	0.461	5.87	0.833
fbxc-44	-1.47	6.74	0.202
fbxc-45	-2.89	4.97	0.165
fbxc-47	0.899	2.54	0.66
fbxc-50	0.353	8.43	0.542
fbxc-52	-1.32	5.4	0.422
fbxc-54	1.3	5.89	0.499
fcd-2	-0.806	7	0.466
fce-1	1.77	7.73	0.0373
fce-2	0.692	6.67	0.547
fcp-1	0.412	7.63	0.596
fdps-1	1.84	7.34	0.0483
fem-1	-0.227	8.04	0.707
fem-2	-0.11	8.19	0.843
fem-3	0.221	8.11	0.704
fhod-1	0.921	2.19	0.655
fib-1	0.335	9.29	0.494
fic-1	0.5	8.26	0.364
figl-1	-2.08	5.82	0.268
fipp-1	0.665	6.13	0.629
fis-2	0.596	5.19	0.735
fkb-1	-0.669	6.65	0.56
fkb-2	0.714	6.83	0.519
fkb-3	3.96	2.32	0.137
fkb-5	0.825	6.78	0.444
fkb-6	0.533	8.38	0.415
fkb-7	-5.4	3.74	0.041
fkh-3	0.65	5.19	0.706
fkh-4	-1.36	4.9	0.46
fkh-5	-3.45	2.59	0.157
fkh-7	-2.1	5.49	0.282
fkh-9	3.47	4.41	0.173
flap-1	0.673	6.91	0.507
flh-1	-0.322	8.89	0.501
flh-2	-0.267	7.63	0.709
flh-3	-0.0424	8.05	0.945
fli-1	-0.0356	7.14	0.969
fln-1	-0.641	7.64	0.474
fln-2	-3.57	2.19	0.16
flp-10	3.62	2.09	0.162
flt-1	0.91	7.88	0.192
fnci-1	-0.701	5.41	0.67
fncm-1	-1.32	6.43	0.43
fnta-1	-0.106	7.18	0.913
fntb-1	-0.51	7.91	0.433
fog-1	0.983	7.66	0.163
fog-2	-0.431	6.88	0.672
fos-1	3.26	5.75	0.095
fox-1	0.879	5.82	0.572
fre-1	-0.0174	5.08	1
frg-1	0.624	7.43	0.438
frh-1	0.342	4.58	0.857
frl-1	0.073	4.48	0.973
frm-1	0.262	7.3	0.766
frm-10	-0.448	7.55	0.551
frm-2	-4.29	5.89	0.0214
frm-4	0.303	8.2	0.644
frm-7	-1.46	7.44	0.229
frm-8	0.996	4.18	0.68
fsn-1	0.63	8.52	0.217
ftr-1	4.37	3.58	0.0901
ftt-2	-0.619	7.32	0.452
fum-1	0.0455	8.83	0.927
fust-1	0.315	5.99	0.834
fut-3	0.594	8.08	0.326
fzo-1	0.00866	7.91	0.991
fzr-1	0.289	8.03	0.634
fzy-1	-0.066	9.08	0.89
gad-1	-0.0692	8.67	0.893
gale-1	0.269	7.53	0.731
gap-2	-0.465	7.62	0.661
gap-3	-3.33	2.01	0.185
gars-1	-0.419	8.47	0.448
gas-1	1.02	6.88	0.359
gbf-1	-1.33	6	0.343
gbh-1	0.401	4.6	0.849
gck-1	0.708	6.44	0.566
gck-2	1.23	8.2	0.0359
gck-3	0.593	5.07	0.777
gck-4	-1.87	4.67	0.33
gcn-1	-0.361	4.45	0.869
gcn-2	0.206	7.38	0.836
gcs-1	0.191	6.69	0.88
gcy-12	-4.09	2.59	0.113
gcy-23	3.78	2.18	0.153
gcy-28	-2.06	6.68	0.0736
gcy-33	4.26	2.56	0.114
gcy-35	4.55	2.8	0.0943
gdi-1	0.0941	9.12	0.844
gei-11	-0.794	8.19	0.315
gei-12	-0.41	8.11	0.468
gei-14	0.255	8.69	0.618
gei-17	-0.199	8.74	0.764
gei-4	-0.379	7.23	0.657
gei-6	0.108	7.59	0.903
gei-8	0.251	6.8	0.814
gem-4	0.827	5.91	0.666
gen-1	-0.273	8.78	0.579
ger-1	5.5	4.21	0.0226
gex-2	-0.258	6.97	0.802
gex-3	0.879	7.87	0.183
gfi-2	0.17	9.04	0.741
gfi-3	-1.82	5.99	0.311
gfi-4	-0.248	7.73	0.748
gfl-1	0.331	6.46	0.796
ggtb-1	0.117	8.29	0.833
ghi-1	0.383	3.88	0.855
gip-1	0.288	7.21	0.774
gip-2	-0.14	6.59	0.907
git-1	0.375	6.66	0.74
gla-3	0.0498	8.55	0.944
glb-1	-0.136	4.35	0.954
glb-29	4.69	2.95	0.0802
glb-33	2.35	2.47	0.323
glb-6	-2.14	3.29	0.39
glct-6	3.38	3.02	0.175
gld-1	0.0605	8.9	0.902
gld-2	-0.792	8.45	0.143
gld-3	-0.00967	9.48	0.985
gld-4	0.232	6.33	0.884
glh-1	0.796	6.56	0.49
glh-2	-0.508	8.35	0.356
glh-3	-0.305	7.24	0.725
glh-4	0.197	6.39	0.877
glit-1	-0.379	6.18	0.832
gln-1	-0.0246	5.55	0.992
gln-5	0.595	8.03	0.316
gln-6	0.619	9.12	0.201
glna-3	1.4	6.46	0.496
glo-4	0.635	5.52	0.739
glod-4	0.131	6.53	0.912
glp-1	0.246	9.21	0.701
glr-5	-5.39	3.72	0.049
glrx-10	0.156	4.83	0.939
glrx-21	0.309	5.36	0.853
glrx-22	0.182	6.09	0.9
glrx-5	-1.73	3	0.453
gls-1	-0.697	8.46	0.193
glt-3	7.78	5.82	0.000742
glt-5	-4.09	2.59	0.113
gly-10	1.09	8.02	0.0993
gly-11	-2.1	4.54	0.326
gly-12	-4.9	3.28	0.0425
gly-13	-0.771	5.97	0.599
gly-14	-2.85	4.37	0.201
gly-20	-0.0289	8.84	0.955
gly-3	1.16	8.31	0.0357
gly-4	-0.0331	5.8	0.983
gly-5	0.269	7.24	0.755
gly-7	1.03	8.12	0.0718
gly-9	2.24	4.64	0.296
gmn-1	-0.404	4.06	0.853
gna-1	3.35	4.2	0.183
gna-2	0.102	9.16	0.833
gnrr-2	-0.196	3.34	0.943
goa-1	-0.215	8.63	0.681
gob-1	3.81	7.05	0.0103
gon-14	0.286	8.7	0.63
gon-2	0.236	4.99	0.908
gon-4	0.627	9.18	0.199
gop-1	-0.0671	7.15	0.943
gop-2	-0.51	7.24	0.563
gop-3	-0.194	7.8	0.771
gos-28	0.999	5.58	0.581
gpa-1	3.05	1.67	0.249
gpa-14	-2.64	1.56	0.269
gpa-16	-2.9	1.74	0.204
gpa-7	1.61	1.78	0.506
gpb-1	1.46	6.03	0.31
gpb-2	4.31	2.6	0.109
gpc-2	0.0595	5.31	0.979
gpd-1	0.304	8.03	0.652
gpd-2	-0.939	6.55	0.42
gpd-3	-0.229	5.91	0.876
gpd-4	-0.00551	7.15	0.996
gpdh-2	0.186	7.93	0.766
gpi-1	0.636	7.98	0.347
gpr-1	0.0424	4.77	0.989
gpr-2	0.624	4.55	0.744
grk-1	0.879	6.3	0.501
grl-10	3.4	1.93	0.191
gro-1	-1.17	6.13	0.49
grp-1	0.0563	8.25	0.919
gsk-3	0.713	6.7	0.522
gsp-1	0.0801	8.39	0.88
gsp-2	-0.635	7.22	0.485
gspd-1	-0.255	7.58	0.729
gsr-1	0.242	8.3	0.669
gst-1	0.317	7.43	0.696
gst-16	-5.53	4.41	0.0191
gst-20	-2.55	5.87	0.133
gst-30	-3.38	2.07	0.171
gst-32	-3.33	2.04	0.178
gst-43	1.74	3.22	0.468
gst-44	-0.517	5.42	0.787
gst-7	0.235	9.05	0.619
gstk-1	-0.0951	5.33	0.959
gstk-2	0.163	2.35	0.966
gsy-1	0.71	8.07	0.256
